store,item,mean_sales,sales_std,total_sales,cv
1,27,20.05093099671413,6.640278233867997,36613,0.331079874941606
7,37,20.249726177437022,6.6993405875908145,36976,0.3307455047575123
1,47,19.81434830230011,6.554390521574377,36181,0.33069952318416046
5,44,22.41511500547645,7.405120140020437,40930,0.3302723261311072
6,23,22.246440306681272,7.33455330972153,40622,0.3296053016756334
9,1,23.325848849945235,7.6877101685237434,42593,0.32948875134948963
6,16,19.617196056955095,6.464631701628875,35821,0.3294487794495346
2,5,23.54052573932092,7.757471028920607,42985,0.3294466170084091
9,4,23.150054764512596,7.593540333172657,42272,0.3279240953407364
3,5,20.857612267250822,6.841332049638906,38086,0.3279118623158059
5,49,22.37185104052574,7.33557715066888,40851,0.3278033728977713
10,5,20.637458926615555,6.746363721088281,37684,0.32680942869370316
1,16,23.332420591456735,7.6147377184698835,42605,0.3262692919528754
5,40,22.109529025191677,7.212245833985543,40372,0.3261159783039355
9,41,23.191128148959475,7.506939119625288,42347,0.32361009868096646
4,47,23.1144578313253,7.480351552549359,42207,0.3235335666350686
9,47,23.00328587075575,7.443374558194393,42004,0.32349013775600705
5,23,22.348849945235486,7.211968081470972,40809,0.3226113660930221
5,16,19.38937568455641,6.252326860590423,35405,0.3223731748590181
9,27,23.3723986856517,7.53558749175498,42678,0.3223256584236363
1,34,23.274917853231106,7.499406049090722,42500,0.32212153480230254
7,3,25.53121577217963,8.22527746797625,46620,0.32207729417781555
6,44,22.322562979189485,7.1889950297052865,40761,0.3219624134458169
4,4,23.086527929901425,7.432042016893025,42156,0.3218330058101731
8,1,26.98357064622125,8.676326067986395,49272,0.3214530086662403
6,37,22.43209200438116,7.2085215708602846,40961,0.3212606048193723
10,1,24.736035049288063,7.941593949726497,45168,0.3209657104903893
8,5,22.427710843373493,7.196610992028767,40953,0.3207924419008362
5,17,25.06736035049288,8.038629838844864,45773,0.320593324020077
4,1,22.93866374589266,7.348809626448035,41886,0.3202800809309942
10,47,24.755750273822564,7.924820195777996,45204,0.32003271225434693
3,27,25.09090909090909,8.026835439517933,45816,0.31982249749448427
4,41,23.168127053669224,7.407193282598089,42305,0.31962725044745927
1,23,26.46987951807229,8.460734233286027,48334,0.3195487599520008
7,17,22.82475355969332,7.292853365672893,41678,0.31942759536595267
4,34,27.001095290251918,8.602898454206038,49304,0.3185256883635176
3,41,24.98904709748083,7.956449299005421,45630,0.31831027066669615
6,49,22.181270536692224,7.05372725536444,40503,0.3179166634982125
10,41,24.65498357064622,7.837131137443303,45020,0.31778503675610753
3,4,25.116100766703177,7.981533022570806,45862,0.3176984864631374
4,27,23.11171960569551,7.334109061519842,42202,0.31724599757371247
5,37,22.289156626506024,7.061969351671529,40700,0.31674753238113756
3,47,25.120481927710845,7.956026198015487,45870,0.3166279764485115
3,1,25.07009857612267,7.897390843010358,45778,0.31492608770908204
10,27,24.701533406352684,7.778943679617702,45105,0.3148311973059235
1,37,26.424424972617743,8.312725700591358,48251,0.3144987709523257
1,44,26.59419496166484,8.364186487527249,48561,0.31442560614996434
10,4,24.721248630887185,7.768468601511454,45141,0.3141565073905762
7,19,28.180175246440307,8.852388342505778,51457,0.31404928995243375
7,42,25.43592552026287,7.984402716044822,46446,0.31381661739251404
1,49,26.461664841182913,8.299193442867072,48319,0.31354492149406216
9,16,26.997809419496168,8.455199947820969,49298,0.3130951950542113
9,34,27.07393209200438,8.464883760461563,49437,0.31257246040606823
8,41,27.03614457831325,8.433514825128434,49368,0.3118493910183145
2,27,28.338992332968235,8.836200874140442,51747,0.31171824628847855
6,42,27.893209200438115,8.686635169736418,50933,0.311339444123491
5,3,27.835706462212485,8.662269370743598,50828,0.3111075026195955
7,30,28.07995618838992,8.72371437783384,51274,0.3105889924598163
1,40,26.44359255202629,8.208805497101118,48286,0.31034200126051315
10,34,28.806133625410734,8.935917099706058,52600,0.31012387934661495
9,49,31.052573932092006,9.61947091936473,56702,0.30969531065240885
5,21,30.491785323110623,9.445108229576265,55678,0.30967427756642507
4,16,27.176889375684556,8.414725017089683,49625,0.30954317264491776
4,40,30.555312157721797,9.45040155621639,55794,0.3092036311030309
8,4,26.948521358159912,8.324552265146751,49208,0.30882111831423253
10,16,28.690032858707557,8.84566478751972,52388,0.308233955560734
8,27,27.04435925520263,8.335414031028883,49383,0.3081282575558557
2,1,28.173603504928806,8.6810127459478,51445,0.3080413679327564
6,17,25.058598028477547,7.719774643987141,45757,0.3079845287932262
8,47,27.150054764512596,8.33993150638815,49576,0.3070950539341584
8,16,31.50985761226725,9.66139961394118,57537,0.3065311770459207
2,4,28.234939759036145,8.655292492651848,51557,0.30646150576391273
5,42,27.730558598028477,8.496685407891356,50636,0.30631761257406415
6,19,30.484118291347208,9.331579596730068,55664,0.30602899387138044
2,47,28.187842278203725,8.623592046243944,51471,0.30584924889594306
3,40,33.56900328587076,10.26535083269662,61297,0.3057147534491743
5,19,30.704819277108435,9.383807025727268,56067,0.3055297961887501
10,49,33.032311062431546,10.091610340218422,60317,0.30542357851106433
3,49,33.25958378970427,10.157147622569735,60732,0.3053064659404688
4,37,30.736582694414018,9.373886674379879,56125,0.30489139389237047
7,21,28.210843373493976,8.603211420184111,51513,0.30487763978891563
9,23,30.88170865279299,9.41390545566616,56390,0.30475410116522633
3,16,29.142935377875137,8.881493576305653,53215,0.3046728538079697
3,44,33.38608981380066,10.173745600877835,60963,0.30464662004431287
7,32,30.66867469879518,9.33934227224974,56001,0.3044404328223799
4,49,30.840635268346112,9.391007790553711,56315,0.30441772313970067
9,37,30.84830230010953,9.392593401977212,56329,0.3043934494160608
5,39,33.232201533406354,10.114184981278843,60682,0.30426558107448426
6,3,27.81106243154436,8.462773163115427,50783,0.3042118785771611
9,40,30.697152245345016,9.340426941392654,56053,0.3041933302754932
1,17,29.972070098576122,9.116823995621408,54729,0.3040940192537394
4,23,30.737130339539977,9.346007060756731,56126,0.3039791763077586
3,34,29.092004381161008,8.837979787257979,53122,0.3037109200795183
1,3,33.20810514786418,10.072529304963512,60638,0.3032323222484347
2,41,28.069550930996716,8.513781479806589,51255,0.30322714873497075
8,37,36.02738225629792,10.926369532972076,65786,0.30319652865752605
6,21,30.82420591456736,9.344387227461947,56285,0.30306792651471187
7,26,33.01807228915663,9.999627489348311,60291,0.30277021938741966
1,19,36.67688937568455,11.10061986993504,66972,0.3025769099393511
5,32,33.25739320920044,10.064096641076056,60728,0.3025294383011368
9,17,34.7486308871851,10.515054350193179,63451,0.3025205433525983
4,17,34.55202628696605,10.452123268667407,63092,0.3024210725805098
7,39,30.61062431544359,9.239526581250416,55895,0.3017578520690881
6,30,30.665936473165388,9.255882135638872,55996,0.3017467712839822
10,23,33.100219058050385,9.977746744078704,60441,0.301357952351807
9,44,30.968236582694413,9.330232425177504,56548,0.30120143335360283
1,30,36.31818181818182,10.938035594429483,66317,0.30108996529782217
7,20,33.2513691128149,10.012584453555004,60717,0.3010354963907808
10,37,32.77601314348302,9.863156553160644,59849,0.3008436500596689
8,34,31.730558598028477,9.547327958117497,57940,0.3008050834276151
6,39,33.369660460021905,10.030405260649657,60933,0.30050225848866907
3,37,33.4408543263965,10.04401579534419,61063,0.3002693963061585
5,30,30.738773274917854,9.223507633740192,56129,0.2999788443374838
4,44,30.95235487404162,9.280790438527216,56519,0.2997590599627555
1,21,36.1763417305586,10.840796057378663,66058,0.2995832822735752
8,49,36.03504928806134,10.776274214345829,65800,0.29896790030987064
7,48,35.62431544359255,10.650057055459854,65050,0.2988728428206887
2,16,32.95016429353779,9.843778786366071,60167,0.29866567222006235
10,40,32.97809419496166,9.8495288467471,60218,0.2985870376846846
7,43,35.426067907995616,10.562236146791626,64688,0.2980670504997125
6,32,33.443044906900326,9.955148091213022,61067,0.2975931707605853
9,3,38.53504928806134,11.469799698375612,70365,0.29756439371842675
3,23,33.38992332968237,9.936907117539716,60970,0.29752047339093146
10,3,41.113362541073386,12.219623426567681,75073,0.29713641027357435
1,26,43.23603504928806,12.84890633145044,78949,0.2970991099094572
10,44,32.916757940854325,9.774872656761099,60106,0.2968760084781707
10,42,41.22289156626506,12.23774272167601,75273,0.2967863443790944
1,39,39.69496166484118,11.78345935314825,72483,0.2967689560628961
10,17,37.11281489594742,11.01587298430158,67768,0.2967399861075634
2,49,37.71193866374589,11.18498209714685,68862,0.2965087283618944
7,46,40.82858707557503,12.10224359941317,74553,0.2963347532900751
5,26,36.35596933187295,10.762049505230475,66386,0.2959377072707113
5,20,36.34775465498357,10.749709796505554,66371,0.2956651925907563
2,34,33.09145673603505,9.781439699200009,60425,0.29550711627822085
9,42,38.643483023001096,11.421702664327869,70563,0.29548513288318784
8,23,35.991785323110626,10.62462574437966,65721,0.29511500994887924
2,23,37.56900328587076,11.089123526909509,68601,0.2950859934848223
4,3,38.54819277108434,11.3758759177708,70389,0.2950270739594881
7,31,41.015334063526836,12.100618588200684,74894,0.2949459022642377
3,42,41.7973713033954,12.325828264308907,76322,0.29481405954367434
2,40,37.57064622124863,11.073091823924942,68604,0.2946464982559581
5,9,38.83734939759036,11.438476112007995,70917,0.29444191603181064
2,44,37.785870755750274,11.121034628755176,68997,0.2942366762799323
2,37,37.359255202628695,10.991711163157817,68218,0.29413597548585185
7,6,40.70372398685652,11.973182698536855,74325,0.29407392124214754
7,9,35.90197152245345,10.534573293073308,65557,0.29334568124161964
8,40,35.995618838992335,10.536042899162517,65728,0.29262332021318216
6,48,39.052573932092,11.413545255048998,71310,0.29218098557784866
6,20,36.19660460021906,10.577526420542362,66095,0.2921442432318695
10,21,45.23274917853231,13.209960575659503,82595,0.2919641882235297
5,48,39.28148959474261,11.462465592145742,71728,0.29172331800101287
3,17,37.75301204819277,11.014103248773782,68937,0.29166115041925994
4,19,42.43592552026287,12.375074446398365,77488,0.29153801304104526
5,6,44.56462212486309,12.992956460450404,81375,0.2914733164837775
6,43,39.034501642935375,11.368035610514049,71277,0.29115069697902607
9,30,42.54819277108434,12.387140018100403,77693,0.29105226024018127
7,50,45.8236582694414,13.334992959873242,83674,0.2909270351022187
4,32,46.06297918948521,13.4015692680221,84111,0.2908604556016457
1,42,33.10569550930997,9.623902912510415,60451,0.29062272101035314
6,9,39.460021905805036,11.469735796102563,72054,0.29058764135789894
9,39,46.27437020810515,13.442633885051274,84497,0.29041891708208456
5,43,39.1631982475356,11.375565424387142,71512,0.29038614363021287
6,46,44.539978094194964,12.931676762505742,81330,0.29025913001924897
8,44,36.194414019715225,10.490386545576719,66091,0.28975503352389065
5,14,44.91237677984666,12.997955166571627,82010,0.2893277193823852
7,7,40.70974808324206,11.776925814283352,74336,0.28921084356915094
6,26,36.157721796276014,10.44931868061912,66024,0.28891358499878006
3,32,50.039430449069,14.459185088685278,91372,0.2888766951507143
4,42,38.539978094194964,11.126509910751025,70374,0.2886214096142747
5,7,44.53559693318729,12.855278457459367,81322,0.28857271026087206
1,43,46.24260679079956,13.34510376975674,84439,0.2885098830859328
2,17,42.568455640744794,12.276136624995903,77730,0.2883067871906472
2,3,46.99233296823658,13.546306025549484,85808,0.28818735691387204
1,48,46.5460021905805,13.416420848807777,84993,0.2881610878639104
9,21,42.575027382256295,12.266676571461355,77742,0.2880401487130442
6,6,44.50383351588171,12.808183881300264,81264,0.2877207471731762
7,12,48.54874041621029,13.971794721067424,88650,0.28771021214437065
1,32,39.83789704271632,11.464107598378614,72744,0.28769008627298964
10,30,45.53669222343921,13.098364252597161,83150,0.2875654004355209
3,19,45.85432639649507,13.180833964956966,83730,0.28737144990420815
8,30,49.22015334063527,14.14138971987375,89876,0.28723025018143256
6,7,44.59912376779847,12.809297962819405,81438,0.2871309776028138
4,26,49.90197152245345,14.326284931781363,91121,0.28700993362653215
9,32,46.40470974808324,13.32020649591402,84735,0.28696566998522444
7,35,46.04874041621029,13.217395389347065,84085,0.2869519459856091
4,39,46.168127053669224,13.248052531878413,84303,0.2868737647508596
4,21,42.29463307776561,12.13570498833603,77230,0.28685392496727224
6,31,44.63088718510405,12.803792630819155,81496,0.28680331023398054
7,2,40.717962760131435,11.68086483056135,74351,0.2867939630717764
6,14,44.61555312157722,12.781581746421852,81468,0.2864041906378216
4,30,42.48849945235487,12.17084453544732,77584,0.28637187907387923
7,33,48.33515881708653,13.844120116871979,88260,0.28634081492615127
9,19,42.58762322015334,12.197203368766775,77765,0.2863241035747139
2,42,47.36801752464403,13.564916315369606,86494,0.2862944690366709
2,30,51.825301204819276,14.838773184979061,94633,0.28624453872436983
3,30,45.948521358159915,13.15115831155976,83902,0.2861366665542515
5,46,44.734939759036145,12.803118430992232,81686,0.286121144615853
8,42,45.14403066812705,12.902311992759703,82433,0.28572500890789954
5,33,53.15717415115005,15.192101246508834,97065,0.2857176096969246
5,11,52.9802847754655,15.140317042190254,96742,0.28569440081654607
5,31,44.698247535596934,12.76872751712705,81619,0.28558682669702634
1,7,52.78368017524644,15.073837512491583,96383,0.2854994070207561
3,21,45.95564074479737,13.114989999428563,83915,0.28530552756856226
3,3,41.7710843373494,11.909759167435247,76274,0.28504162027217045
10,32,49.3433734939759,14.058852908628534,90101,0.28484073453158126
5,24,50.14676889375684,14.286360310593269,91568,0.28481292338740827
1,9,46.50492880613363,13.247495615289699,84918,0.2847841722437785
10,19,45.36473165388828,12.92119610898522,82836,0.2847511059464664
7,14,41.02245345016429,11.67608677664056,74907,0.2845487819729047
6,24,50.508214676889374,14.370791853948237,92228,0.28444593339713836
5,35,50.1829134720701,14.265868970365329,91634,0.2841995637924263
5,2,44.48849945235487,12.644653610328955,81236,0.28414513639052325
4,48,53.76560788608981,15.28128374753698,98176,0.28414258509974066
3,39,50.17305585980285,14.253119136608579,91616,0.28400135356166256
1,20,42.89047097480832,12.181551157384636,78318,0.2839375469710839
5,50,50.31927710843374,14.29042905010363,91883,0.283917343278253
7,45,55.90580503833516,15.873503354610092,102084,0.28385524947016444
10,39,49.40087623220153,14.025076535781768,90206,0.28382564636178326
2,21,51.75629791894852,14.69314540724072,94507,0.28381321949499755
8,3,45.07612267250821,12.790330657491102,82309,0.28367186746819795
8,17,40.2907995618839,11.429559979848445,73571,0.2835989854777177
3,26,54.19496166484118,15.357807235879088,98960,0.2833031129494823
9,43,54.15279299014239,15.341810911947285,98883,0.2832284090211526
8,19,49.446878422782035,14.007499893418348,90290,0.28320622545442636
5,8,58.565717415115,16.577697741741485,106941,0.28298394528199
6,35,49.97152245345016,14.142533131638606,91248,0.28293434665313116
7,36,53.555312157721794,15.155177486332203,97792,0.2829042811636725
7,11,48.393209200438115,13.693907770397603,88366,0.28289418664620847
7,22,56.02354874041621,15.851260481475785,102299,0.2828617574319261
1,46,52.84501642935378,14.93241650978328,96495,0.2824926194737676
6,11,53.031763417305584,14.9833909456812,96836,0.2824587874898018
1,2,53.14895947426068,15.005779398454088,97050,0.28225707639738606
1,31,53.008214676889374,14.954009436787588,96793,0.2820301385729242
5,29,52.775465498357065,14.883362796739075,96368,0.28193568161960375
8,32,54.00492880613363,15.226598134910258,98613,0.2818710905524281
9,20,49.943044906900326,14.08133081876751,91196,0.2818705693829719
5,25,61.20043811610077,17.241279545204716,111752,0.28164108587931364
9,48,53.976998904709745,15.206217797362376,98562,0.2816394710725079
6,33,52.67250821467689,14.814139116405205,96180,0.2811729043731391
4,43,54.01861993428258,15.189206097594358,98638,0.28110763287056517
8,21,49.65334063526834,13.96060140444414,90667,0.2810843736736524
6,45,61.14293537787513,17.187853211177128,111647,0.281032404454003
8,39,53.74589266155531,15.108377322277466,98140,0.281030586583254
8,26,58.62212486308872,16.469902248805912,107044,0.2808733364544363
4,9,54.04381161007667,15.17710054196546,98684,0.2807526650735196
6,10,55.56516976998905,15.601804335368005,101462,0.2807069912468728
2,39,56.164293537787515,15.769516491552615,102556,0.2806978750684626
6,2,44.53395399780942,12.501975621457854,81319,0.28065219248768597
7,10,51.1566265060241,14.357952401413218,93412,0.28058965792005075
3,48,58.700985761226725,16.47205584270759,107188,0.28053267915203817
6,36,58.86199342825849,16.514322921582746,107482,0.28048320055954545
6,12,52.872398685651696,14.833491703107816,96545,0.2804758204806979
7,24,45.7447973713034,12.831790051723965,83530,0.28043136430950627
5,10,55.509857612267254,15.561707878292284,101361,0.2802645659202657
9,6,61.41237677984666,17.214210126898887,112139,0.280228461176944
9,9,54.10569550930997,15.157738667624574,98797,0.2800737967735028
9,26,50.13307776560789,14.044794523491616,91543,0.28007353310384375
4,20,50.02245345016429,14.01361528566214,91341,0.2800697796652379
10,20,53.23986856516977,14.90868897277108,97216,0.2799519698293505
6,8,58.3855421686747,16.349380254070606,106612,0.27994777824533823
6,50,50.516429353778754,14.141942032443026,92243,0.2798707133534672
5,12,53.049288061336256,14.845460799253761,96868,0.27976615262526194
2,32,56.7552026286966,15.876191799940827,103635,0.2796544318394306
8,48,62.73713033953998,17.534683009786256,114558,0.2794179597556528
1,6,53.06078860898138,14.826415753312865,96889,0.27934668478818886
7,28,61.104052573932094,17.064169462884976,111576,0.2791876405861288
7,25,56.3986856516977,15.748811772452715,102984,0.27916428583296526
6,13,64.32475355969332,17.957215837210533,117457,0.27908848583922985
1,12,63.23384446878423,17.63687215477114,115465,0.27883868627601993
2,26,61.10350492880613,17.032884191267385,111575,0.2786782785107974
7,29,48.51807228915663,13.521366219664268,88594,0.27861088909101983
10,9,57.886637458926614,16.122910338490772,105701,0.2784493213773608
2,19,51.81982475355969,14.432644169475548,94623,0.278439607105155
5,36,58.565717415115,16.308340817654,106941,0.278385979614214
2,20,60.97809419496166,16.97613350895492,111346,0.2783210044201569
5,45,61.427163198247534,17.085230547237412,112166,0.27806186539665495
4,2,61.715224534501644,17.163227923210616,112692,0.2780274677757021
9,14,61.45837897042716,17.0873555237632,112223,0.2779551993671836
4,46,61.42004381161008,17.072622101561816,112153,0.2778888703589176
1,14,53.14895947426068,14.769971072823912,97050,0.2778215474711518
4,7,61.62541073384447,17.121288213951008,112528,0.27775229687009256
2,9,65.47809419496167,18.191487152079485,119563,0.27774945886662333
4,35,68.97042716319825,19.151514165494337,125940,0.277601141795471
10,26,53.71741511500548,14.91565668536938,98088,0.2775928784132746
6,25,61.36418400876232,17.02894904428843,112051,0.27743032471197565
9,29,73.18784227820372,20.305995741842228,133641,0.27737441231577287
8,9,63.19331872946331,17.532291280033675,115391,0.2773630225163877
6,18,63.72562979189485,17.677003721277227,116363,0.2773164071291519
1,24,60.0,16.642839589115848,109560,0.2773046963337224
3,20,54.24370208105148,15.028312140554428,99049,0.2769758683432196
1,35,59.49507119386637,16.482759039571405,108638,0.27696823853615377
4,11,73.40087623220154,20.32430973871155,134030,0.27681881695383964
4,29,73.24370208105148,20.267019603339662,133743,0.2766308733774831
10,43,57.94249726177437,16.032586033168553,105803,0.2766224464876007
9,46,62.010952902519165,17.15556191518441,113232,0.2765779735538759
1,36,69.30996714129245,19.17064763482564,126560,0.27651719298890454
3,2,66.80449069003286,18.47746058541778,121985,0.27651435039920674
6,29,53.251916757940855,14.727294914617136,97238,0.27648322526369357
6,22,61.030668127053666,16.87508145222163,111442,0.27642594385886543
7,15,61.13910186199343,16.893488542574964,111640,0.2762366730356435
3,6,67.00711938663746,18.511320600714885,122355,0.27618335571945246
1,50,59.34282584884995,16.380064579440493,108360,0.2759487520132305
9,7,61.812157721796275,17.05829762497516,112869,0.27589436555950364
10,12,78.05859802847755,21.533468439146052,142535,0.27578731652695837
1,18,76.34556407447974,21.0531089568771,139407,0.2756852163749332
4,6,61.27053669222344,16.89156967124068,111880,0.27561279297649227
7,13,58.547645125958375,16.137429560115628,106908,0.2755535278649907
7,18,58.74589266155531,16.190308181468872,107270,0.2755235058884117
4,14,61.75684556407448,17.017509748611335,112768,0.2754811904159545
1,10,66.35432639649507,18.283007318668947,121163,0.2754605664131161
6,38,61.31818181818182,16.894485383214114,111967,0.27544617530359666
5,22,61.38828039430449,16.899083369815234,112095,0.2752065260220641
10,35,73.6434830230011,20.268889818932877,134473,0.2751545438605671
3,31,66.97426067907996,18.42787926986206,122295,0.27507332552676206
10,14,66.10021905805039,18.18433255956673,120699,0.27502711573689886
10,48,57.814895947426066,15.898538484224654,105570,0.2749150413404316
3,7,66.64786418400877,18.324899994798123,121699,0.27487574824540534
3,14,66.84118291347207,18.37204462182285,122052,0.27478587978175745
7,8,53.72398685651698,14.759977157343643,98100,0.27466194994954524
8,6,71.95837897042716,19.744405648484822,131396,0.27431132728030433
10,46,66.04654983570646,18.114991041085577,120601,0.2742010008630836
3,43,58.19769989047097,15.954655443569925,106269,0.27407073012592176
10,7,65.80777656078861,18.040070005222688,120165,0.27405772528815536
8,20,58.0460021905805,15.910229944456349,105992,0.2740218476315354
8,43,62.9802847754655,17.260982848759195,115002,0.2739945653855989
10,33,78.36473165388828,21.47024814626502,143094,0.27390342376930304
10,11,78.27217962760132,21.43874008163066,142925,0.27382486304713693
1,29,63.08652792990142,17.27708639482617,115196,0.27378832625019284
5,15,66.98740416210296,18.345074517868618,122319,0.27378356817993393
1,33,62.755750273822564,17.178148984470695,114592,0.27365531446250985
10,24,74.31763417305586,20.338259676623476,135704,0.27359172645630336
9,2,61.792442497261774,16.908202365609956,112833,0.2735540334888027
2,48,66.02847754654984,18.064276700011135,120568,0.27350819354165207
5,13,64.3959474260679,17.61457568942069,117587,0.2734605586917781
2,46,75.21960569550932,20.568588075171416,137351,0.2733722806736304
3,46,66.74808324205915,18.246863018685044,121882,0.27329422877181786
4,50,68.92168674698796,18.84011751708134,125851,0.27328057176634585
8,29,85.23165388828039,23.296198883376697,155633,0.2732531626737969
5,38,61.34830230010953,16.76523604313369,112022,0.27320470308288747
9,45,85.09364731653888,23.252974313317864,155381,0.27318850449365417
10,6,65.61226725082146,17.92754802529398,119808,0.27315986989680363
9,12,73.4052573932092,20.050786334172663,134038,0.27307710559741816
6,28,66.460569550931,18.147186068258108,121357,0.27297714120312533
6,15,66.66867469879519,18.202792924235933,121737,0.2729588969398584
9,33,73.15991237677984,19.97328771732113,133590,0.27293386750738147
9,8,81.28751369112815,22.184729479731182,148431,0.27284207575347064
9,38,84.6434830230011,23.100197561249374,154559,0.2728369688357766
9,50,69.30832420591457,18.910393075926923,126557,0.272769750114391
9,31,61.604052573932094,16.806859819499394,112489,0.27274597026959635
7,38,55.81982475355969,15.220961076057588,101927,0.27260552554374323
1,15,79.68072289156626,21.72579883545793,145497,0.27258599343263157
10,31,65.94906900328587,17.975756328208433,120423,0.2724956357694589
1,11,63.217962760131435,17.230416731004862,115436,0.27248106797365684
2,7,75.05859802847755,20.456364920469728,137057,0.2724639585105498
4,24,69.11938663745893,18.834447800568686,126212,0.27241691099309745
8,2,71.6566265060241,19.52144875629902,130845,0.27235586662008154
1,25,72.73603504928806,19.7993879647175,132816,0.2721342411595048
8,14,71.60295728368017,19.488516380210577,130747,0.272100203581039
1,22,72.78148959474261,19.808007435050463,132899,0.27208268095578886
4,8,80.81982475355969,21.98978246348033,147577,0.27200950270940916
4,12,73.10295728368017,19.882705970997375,133486,0.27190775353669633
1,38,73.34446878422781,19.948156493046685,133927,0.2719045324103341
8,46,72.00492880613362,19.58046210490206,131481,0.27185777588958404
8,24,81.20700985761226,22.081316099770508,148284,0.2718394501640528
8,31,71.97754654983571,19.565836586247713,131431,0.2717580582087669
9,18,88.61062431544359,24.079846104822487,161803,0.2716745512475086
5,18,64.08050383351588,17.411587480621275,117011,0.27163986081331065
9,10,77.105147864184,20.93724231962572,140794,0.27146706834674666
1,45,72.72070098576123,19.7303404146561,132788,0.27124239446284065
9,25,85.13691128148959,23.09835755507874,155460,0.271234080375339
4,31,61.30887185104053,16.625871838728198,111950,0.2711078865846526
2,6,74.94523548740416,20.31921317035493,136850,0.27104656376424613
8,33,85.34501642935378,23.130133813251266,155840,0.2709449287234874
3,24,75.1538882803943,20.356248509146813,137231,0.27078670460439536
10,8,86.17688937568455,23.332895994055235,157359,0.2706816898902636
2,31,75.27656078860898,20.380803979487027,137455,0.2706715380960348
5,28,66.98083242059145,18.130762915813442,122307,0.27061171037900106
2,43,65.78532311062432,17.806260968444878,120124,0.2705981167678671
2,35,84.66265060240964,22.91380146132052,154594,0.2705741684582322
9,35,69.57667031763417,18.827810473034575,127047,0.27053111627430587
2,11,89.30996714129245,24.163105109792117,163080,0.270479192564212
3,9,58.486856516977,15.819567986003419,106797,0.27040666194007307
3,36,87.75848849945235,23.73348011967117,160247,0.2703667858576079
2,50,84.62212486308871,22.877772500961928,154520,0.27027810078931186
4,10,77.04764512595838,20.800248350388312,140689,0.2698921162233684
9,28,92.78751369112815,25.049403846154824,169430,0.2698913120811721
2,2,75.31653888280394,20.33226790341633,137528,0.2698836139945822
3,29,79.68181818181819,21.508254374231498,145499,0.26985282982972414
1,8,69.47207009857613,18.75197999518291,126856,0.26984721414183027
1,28,79.56681270536693,21.460002283316964,145289,0.26963660496482555
4,36,81.02683461117196,21.848741352470448,147955,0.2695743695235411
3,11,79.29134720700986,21.377327681138716,144786,0.2695309644448991
4,45,84.68729463307777,22.829642413576522,154639,0.2695019410545731
3,8,87.51752464403067,23.59180191032694,159807,0.2694927804906387
9,24,69.46604600219058,18.7241605675682,126845,0.26947024978493567
3,38,91.87185104052574,24.760640586834676,167758,0.26943899960536477
10,2,65.56681270536693,17.670753623329382,119725,0.26943378182830374
8,35,80.8433734939759,21.787506849006252,147620,0.2694288867428169
2,12,89.35049288061336,24.078885021248897,163154,0.2694141912395826
8,7,71.73055859802848,19.32974760240622,130980,0.26940336635058654
3,12,79.08378970427164,21.305477849543646,144407,0.2693300764884133
2,33,89.31161007667032,24.056323109956267,163083,0.26927893275193043
10,50,74.03723986856517,19.937566492372508,135192,0.2692173077298452
