date,observed,trend,seasonal,residual
2013-02-07,16112.0,20210.227738734357,-5165.726136086796,1067.4983973524395
2013-02-08,17450.0,20219.823347310983,-5336.566353692532,2566.743006381549
2013-02-09,18425.0,20229.41895588761,-5940.859174037993,4136.440218150384
2013-02-10,19501.0,20239.014564464236,-6507.487884794415,5769.4733203301785
2013-02-11,12961.0,20248.610173040866,-6627.307828427547,-660.3023446133193
2013-02-12,15154.0,20258.205781617493,-5368.5118816497215,264.30610003222864
2013-02-13,15274.0,20267.80139019412,-4365.41730473491,-628.384085459209
2013-02-14,16379.0,20277.396998770746,-5113.505193573522,1215.1081948027759
2013-02-15,17563.0,20286.992607347373,-5503.159109809398,2779.166502462025
2013-02-16,18428.0,20296.588215924,-6030.831108237051,4162.242892313052
2013-02-17,19502.0,20306.18382450063,-6520.872969678404,5716.689145177775
2013-02-18,12858.0,20315.779433077256,-6787.706611941673,-670.0728211355827
2013-02-19,15359.0,20325.375041653882,-5338.87998023234,372.50493857845777
2013-02-20,14909.0,20334.97065023051,-4420.270882769584,-1005.6997674609247
2013-02-21,16329.0,20344.566258807135,-5173.902333252033,1158.3360744448973
2013-02-22,17393.0,20354.161867383762,-5494.25268784407,2533.0908204603084
2013-02-23,18436.0,20363.757475960392,-6080.137289011453,4152.37981305106
2013-02-24,19482.0,20373.35308453702,-6545.019698398011,5653.666613860993
2013-02-25,13058.0,20382.948693113645,-6774.800737921556,-550.1479551920893
2013-02-26,15184.0,20392.544301690272,-5418.484243198526,209.93994150825438
2013-02-27,15014.0,20402.1399102669,-4450.879529297413,-937.2603809694856
2013-02-28,16228.0,20411.735518843525,-5228.870979779863,1045.135460936338
2013-03-01,20978.0,20421.33112742015,-3098.4996905362837,3655.168563116132
2013-03-02,22094.0,20430.92673599678,-2262.722373895445,3925.7956378986632
2013-03-03,23260.0,20440.52234457341,-2867.7050572546045,5687.182712681197
2013-03-04,15710.0,20450.117953150035,-2984.4718502028063,-1755.6461029472284
2013-03-05,18189.0,20459.71356172666,-1587.5411089044328,-683.1724528222285
2013-03-06,18435.0,20469.309170303288,-227.09529911290844,-1807.2138711903795
2013-03-07,19310.0,20478.904778879914,-1195.2511331569995,26.346354277085084
2013-03-08,20755.0,20488.500387456545,-1765.505049392873,2032.0046619363284
2013-03-09,22054.0,20498.09599603317,-2276.690472478063,3832.594476444892
2013-03-10,23252.0,20507.691604609798,-2965.8326078920177,5710.1410032822205
2013-03-11,15323.0,20517.287213186424,-3206.9862501552902,-1987.300963031134
2013-03-12,18029.0,20526.88282176305,-1620.926741733627,-876.9560800294237
2013-03-13,18413.0,20536.478430339677,-249.78065796950136,-1873.697772370176
2013-03-14,19395.0,20546.074038916307,-1257.5375879040055,106.463548987698
2013-03-15,20663.0,20555.669647492934,-1592.5832849617962,1699.9136374688621
2013-03-16,22144.0,20565.26525606956,-2338.915009416849,3917.6497533472884
2013-03-17,23338.0,20574.860864646187,-2995.9968708582023,5759.136006212015
2013-03-18,15583.0,20584.456473222814,-3213.678184354348,-1787.7782888684656
2013-03-19,18235.0,20594.05208179944,-1685.1090868915928,-673.9429949078474
2013-03-20,18097.0,20603.64769037607,-388.1038250452748,-2118.5438653307956
2013-03-21,19405.0,20613.243298952697,-1342.2656864866267,134.02238753392976
2013-03-22,20812.0,20622.838907529323,-1660.5623424485277,1849.7234349192042
2013-03-23,22108.0,20632.43451610595,-2322.3274915611128,3797.8929754551627
2013-03-24,23287.0,20642.030124682577,-3015.2263393038343,5660.196214621257
2013-03-25,15647.0,20651.625733259203,-3336.6671048547764,-1667.9586284044267
2013-03-26,18308.0,20661.22134183583,-1734.345678624896,-618.8756632109337
2013-03-27,18276.0,20670.81695041246,-453.40726609364606,-1941.4096843188138
2013-03-28,19742.0,20680.412558989086,-1314.5357028774636,376.1231438883772
2013-03-29,20711.0,20690.008167565713,-1722.379208154431,1743.371040588718
2013-03-30,22292.0,20699.60377614234,-2375.0972339793475,3967.493457837008
2013-03-31,23537.0,20709.199384718966,-2944.354437886455,5772.155053167489
2013-04-01,18204.0,20718.794993295593,-1538.2138335743812,-976.5811597212114
2013-04-02,21218.0,20728.390601872223,2222.4571816965954,-1732.8477835688182
2013-04-03,21125.0,20737.98621044885,3681.6712106662003,-3294.6574211150496
2013-04-04,22859.0,20747.581819025476,2681.5361985399163,-570.1180175653922
2013-04-05,24180.0,20757.177427602102,2044.6280357287003,1378.1945366691973
2013-04-06,25805.0,20766.77303617873,1395.1752153832354,3643.0517484380357
2013-04-07,27172.0,20776.368644755355,680.9908881884588,5714.640467056186
2013-04-08,18005.0,20785.964253331986,327.24382126765306,-3108.2080745996386
2013-04-09,21176.0,20795.559861908612,2279.2397680454774,-1898.7996299540896
2013-04-10,21197.0,20805.15547048524,3610.2795504397423,-3218.435020924981
2013-04-11,22975.0,20814.751079061865,2708.14070269702,-547.8917817588854
2013-04-12,24183.0,20824.346687638492,2092.7919919405986,1265.8613204209096
2013-04-13,25758.0,20833.94229621512,1301.994514060889,3622.0631897239928
2013-04-14,27389.0,20843.53790479175,604.9756663181641,5940.486428890087
2013-04-15,18080.0,20853.133513368375,189.4247637809215,-2962.558277149297
2013-04-16,21429.0,20862.729121945,2169.1818064491567,-1602.9109283941584
2013-04-17,21209.0,20872.32473052163,3620.9410408982158,-3284.265771419844
2013-04-18,22838.0,20881.920339098255,2655.6032890459037,-699.5236281441585
2013-04-19,24077.0,20891.51594767488,2029.2956741798941,1156.1883781452245
2013-04-20,25553.0,20901.11155625151,1265.7190182179938,3386.1694255304947
2013-04-21,27437.0,20910.707164828138,639.0377047218459,5887.255130450016
2013-04-22,18415.0,20920.302773404765,358.1766651983013,-2863.479438603066
2013-04-23,21445.0,20929.89838198139,2137.5364475925653,-1622.4348295739564
2013-04-24,21422.0,20939.493990558018,3570.9411614936766,-3088.4351520516943
2013-04-25,22607.0,20949.089599134644,2482.2143685454753,-824.3039676801195
2013-04-26,24303.0,20958.68520771127,2018.5231920356293,1325.7916002531
2013-04-27,25379.0,20968.2808162879,1237.3333853887966,3173.3857983233024
2013-04-28,27510.0,20977.876424864528,591.6701540844308,5940.453421051042
2013-04-29,18025.0,20987.472033441154,305.05295017732465,-3267.5249836184785
2013-04-30,21299.0,20997.06764201778,2153.1793079140525,-1851.2469499318331
2013-05-01,22967.0,21006.663250594407,4749.537994417906,-2789.201245012313
2013-05-02,24553.0,21016.258859171034,4533.136680921758,-996.3955400927916
2013-05-03,25996.0,21025.854467747664,3927.7720797543766,1042.3734524979595
2013-05-04,27754.0,21035.45007632429,3172.860081326723,3545.6898423489865
2013-05-05,29338.0,21045.045684900917,2517.075206186742,5775.879108912341
2013-05-06,19464.0,21054.641293477544,2222.140742005662,-3812.7820354832056
2013-05-07,22803.0,21064.23690205417,4027.6550449478723,-2288.8919470020423
2013-05-08,22901.0,21073.832510630797,5556.846060218851,-3729.6785708496473
2013-05-09,24404.0,21083.428119207427,4499.9044727501005,-1179.3325919575273
2013-05-10,25964.0,21093.023727784053,3945.7437071991594,925.2325650167872
2013-05-11,27518.0,21102.61933636068,3044.24924301808,3371.13142062124
2013-05-12,28968.0,21112.214944937306,2420.5219021246726,5435.263152938021
2013-05-13,19253.0,21121.810553513933,2064.8734653408546,-3933.6840188547876
2013-05-14,22911.0,21131.40616209056,4070.9066723926503,-2291.31283448321
2013-05-15,22831.0,21141.001770667186,5489.751934238969,-3799.753704906155
2013-05-16,24323.0,21150.597379243816,4344.310072797616,-1171.9074520414324
2013-05-17,25786.0,21160.192987820443,4015.1241017672232,610.682910412334
2013-05-18,27575.0,21169.78859639707,3002.6175827916218,3402.593820811309
2013-05-19,29146.0,21179.384204973696,2389.1894199804065,5577.426375045898
2013-05-20,19467.0,21188.979813550322,2119.914133881519,-3841.8939474318413
2013-05-21,22750.0,21198.575422126953,4076.6711765497525,-2525.246598676705
2013-05-22,22993.0,21208.17103070358,5500.276438396072,-3715.4474690996512
2013-05-23,24478.0,21217.766639280206,4303.823070105404,-1043.5897093856101
2013-05-24,25950.0,21227.362247856832,3813.311619622955,909.3261325202129
2013-05-25,27828.0,21236.95785643346,2990.624278729546,3600.4178648369952
2013-05-26,29595.0,21246.553465010085,2459.523787151209,5888.922747838706
2013-05-27,19470.0,21256.149073586712,2025.343295572871,-3811.492369159583
2013-05-28,22875.0,21265.744682163342,3911.2658176931604,-2302.0104998565025
2013-05-29,22979.0,21275.34029073997,5560.162038443591,-3856.5023291835596
2013-05-30,24310.0,21284.935899316595,4375.427574262512,-1350.3634735791074
2013-05-31,26092.0,21294.53150789322,3609.05365802664,1188.4148340801385
2013-06-01,29220.0,21304.12711646985,4000.2808376811786,3915.592045848973
2013-06-02,31279.0,21313.722725046475,4179.6811680206465,5785.596106932879
2013-06-03,20628.0,21323.318333623105,3648.707799729978,-4344.026133353083
2013-06-04,24038.0,21332.91394219973,5831.686212261227,-3126.600154460959
2013-06-05,24326.0,21342.509550776358,7500.201063148643,-4516.710613925001
2013-06-06,26193.0,21352.105159352985,6293.249064720989,-1452.3542240739735
2013-06-07,27734.0,21361.70076792961,5772.624189581007,599.6750424893817
2013-06-08,29487.0,21371.296376506238,4908.556574714996,3207.1470487787665
2013-06-09,30967.0,21380.891985082868,4157.0511516298075,5429.056863287325
2013-06-10,20799.0,21390.487593659494,3764.762714845989,-4356.250308505483
2013-06-11,24653.0,21400.08320223612,5880.161401349844,-2627.244603585965
2013-06-12,24315.0,21409.678810812748,7453.120635798902,-4547.79944661165
2013-06-13,25859.0,21419.274419389374,6280.487541480836,-1840.7619608702098
2013-06-14,27635.0,21428.870027966,5807.150885518937,398.9790865150626
2013-06-15,29396.0,21438.465636542627,4978.5342295570335,2979.0001339003393
2013-06-16,31206.0,21448.061245119257,4115.155381814309,5642.783373066433
2013-06-17,20532.0,21457.656853695884,3641.4866710578885,-4567.143524753772
2013-06-18,24342.0,21467.25246227251,5854.300152082289,-2979.5526143547995
2013-06-19,24155.0,21476.848070849137,7357.919112558744,-4679.767183407881
2013-06-20,26128.0,21486.443679425764,6290.715607281777,-1649.1592867075406
2013-06-21,27667.0,21496.039288002394,5729.564156799327,441.3965551982792
2013-06-22,29464.0,21505.63489657902,4706.130514536055,3252.234588884925
2013-06-23,31470.0,21515.230505155647,4185.030022957717,5769.739471886636
2013-06-24,20904.0,21524.826113732273,3644.3415861738986,-4265.167699906172
2013-06-25,24115.0,21534.4217223089,5611.341916513368,-3030.763638822268
2013-06-26,24449.0,21544.017330885526,7544.316493428179,-4639.333824313705
2013-06-27,26341.0,21553.612939462153,6374.0833991101135,-1586.6963385722665
2013-06-28,27590.0,21563.208548038783,5583.741811641365,443.0496403198522
2013-06-29,29449.0,21572.80415661541,4779.356936501382,3096.8389068832084
2013-06-30,31256.0,21582.399765192036,4079.938088758658,5593.662146049306
2013-07-01,21997.0,21591.995373768663,4472.023350604978,-4067.018724373641
2013-07-02,25802.0,21756.830136986307,7750.0076308381595,-3704.837767824467
2013-07-03,25903.0,21761.92602739726,9498.635576043638,-5357.5616034408995
2013-07-04,27624.0,21771.11780821918,8209.165641662232,-2356.283449881412
2013-07-05,29418.0,21780.043835616438,7498.630778240268,139.32538614329405
2013-07-06,31178.0,21789.65205479452,6553.5704353662495,2834.777509839232
2013-07-07,32949.0,21800.460273972603,5740.893654136066,5407.64607189133
2013-07-08,22288.0,21789.90410958904,5647.435503042871,-5149.339612631909
2013-07-09,25917.0,21800.575342465756,7355.749406744195,-3239.324749209951
2013-07-10,25728.0,21806.38904109589,9413.369611815384,-5491.758652911272
2013-07-11,27977.0,21814.873972602738,8243.756392229036,-2081.6303648317735
2013-07-12,29650.0,21823.95616438356,7609.092213738577,216.95162187786445
2013-07-13,31540.0,21832.97534246575,6595.430774974147,3111.5938825601024
2013-07-14,33113.0,21841.999999999996,5791.006596483691,5479.993403516312
2013-07-15,22020.0,21830.128767123286,5490.910637171316,-5301.039404294602
2013-07-16,25945.0,21841.065753424653,7555.306732653463,-3451.372486078116
2013-07-17,25664.0,21846.44931506849,9371.048581560266,-5553.497896628756
2013-07-18,27618.0,21855.8301369863,8224.677553754742,-2462.507690741042
2013-07-19,29734.0,21864.873972602738,7427.0128273190785,442.1132000781836
2013-07-20,31281.0,21874.37808219178,6719.129470746431,2687.49244706179
2013-07-21,33150.0,21884.786301369862,5830.6099497902205,5434.603748839917
2013-07-22,22060.0,21873.575342465752,5422.927689107983,-5236.503031573735
2013-07-23,25682.0,21883.917808219176,7549.370359932594,-3751.2881681517692
2013-07-24,26036.0,21889.399999999998,9316.88042801748,-5170.280428017479
2013-07-25,27682.0,21897.983561643836,8150.850222129762,-2366.833783773598
2013-07-26,29585.0,21908.361643835615,7497.547687474924,179.09066868946138
2013-07-27,31681.0,21918.057534246575,6653.336111724192,3109.6063540292334
2013-07-28,33216.0,21928.115068493153,5716.469741452914,5571.415190053934
2013-07-29,21987.0,21916.85479452055,5223.7633711816325,-5153.6181657021825
2013-07-30,25873.0,21927.476712328767,7559.853713239123,-3614.3304255678904
2013-07-31,25624.0,21932.79178082192,9349.172548447295,-5657.964329269216
2013-08-01,24052.0,21942.40273972603,5762.833849408897,-3653.2365891349255
2013-08-02,26159.0,21951.578082191783,3565.9915887266575,641.4303290815592
2013-08-03,27866.0,21961.443835616443,2729.4052184553775,3175.1509459281797
2013-08-04,29301.0,21973.460273972607,1878.7196701019084,5448.820055925485
2013-08-05,19634.0,21961.161643835618,1592.0111080498075,-3919.172751885425
2013-08-06,22740.0,21973.463013698634,3582.8247377785287,-2816.287751477163
2013-08-07,22455.0,21981.153424657536,5120.080011342868,-4646.233436000403
2013-08-08,24354.0,21991.32328767123,4040.243230112684,-1677.566517783916
2013-08-09,25862.0,22001.372602739728,3458.2053529920895,402.4220442681826
2013-08-10,27482.0,22012.19452054795,2617.939530666015,2851.8659487860355
2013-08-11,29260.0,22023.4794520548,1931.2852151892575,5305.235332755944
2013-08-12,19570.0,22010.646575342467,1495.3793928631842,-3936.025968205651
2013-08-13,22645.0,22022.96438356164,3442.5557623179334,-2820.520145879574
2013-08-14,22727.0,22029.079452054797,5131.75898108775,-4433.838433142547
2013-08-15,24376.0,22038.095890410958,3891.983569720582,-1554.0794601315397
2013-08-16,26232.0,22047.994520547945,3416.294185750672,767.7112937013826
2013-08-17,27887.0,22057.583561643838,2708.261240136927,3121.155198219235
2013-08-18,29179.0,22068.490410958908,1918.0573356190737,5192.452253422019
2013-08-19,19336.0,22055.646575342467,1522.9597324710833,-4242.60630781355
2013-08-20,22855.0,22068.109589041098,3551.4867868573365,-2764.5963758984344
2013-08-21,22736.0,22074.12876712329,5240.453841243594,-4578.5826083668835
2013-08-22,24523.0,22084.66575342466,3856.9113065887536,-1418.5770600134124
2013-08-23,25735.0,22094.372602739724,3357.8739774133664,282.7534198469093
2013-08-24,27768.0,22104.43561643836,2547.495278374963,3116.069105186676
2013-08-25,28990.0,22115.610958904115,1780.1741135831346,5094.21492751275
2013-08-26,19441.0,22103.676712328775,1512.0934967365142,-4174.770209065289
2013-08-27,22853.0,22115.62465753425,3559.9772634515366,-2822.601920985785
2013-08-28,22831.0,22122.468493150693,5103.938838385738,-4395.40733153643
2013-08-29,24235.0,22132.298630136993,3897.171646196652,-1794.470276333645
2013-08-30,26195.0,22142.53698630138,3449.01596085688,603.4470528417396
2013-08-31,27482.0,22154.22739726028,2516.3084946951913,2811.464108044527
2013-09-01,27346.0,22167.54794520549,853.3144531910356,4325.137601603475
2013-09-02,18572.0,22153.09041095891,-267.1968485870933,-3313.8935623718166
2013-09-03,21395.0,22168.021917808226,1483.4173290868332,-2256.439246895059
2013-09-04,21127.0,22175.989041095898,2853.5810958018565,-3902.5701368977543
2013-09-05,22733.0,22186.75342465754,1879.0851364894827,-1332.8385611470242
2013-09-06,24393.0,22199.926027397265,1263.9102730675197,929.1636995352153
2013-09-07,25892.0,22212.304109589044,604.6751356729536,3075.0207547380023
2013-09-08,27320.0,22225.83287671233,-114.93096062572398,5209.098083913393
2013-09-09,18130.0,22211.109589041098,-335.46089254083813,-3745.6486965002596
2013-09-10,21507.0,22226.41369863014,1457.3352029413093,-2176.7489015714473
2013-09-11,21221.0,22234.0,2888.0348600672896,-3901.0348600672896
2013-09-12,22751.0,22244.99726027397,1642.064928152174,-1136.062188426143
2013-09-13,24291.0,22257.821917808218,1302.448420894594,730.7296612971879
2013-09-14,25894.0,22271.586301369865,618.5310917192063,3003.882606910928
2013-09-15,27255.0,22284.77808219178,-32.7161004698802,5002.9380182781
2013-09-16,18425.0,22269.838356164382,-382.7419227959533,-3462.0964333684287
2013-09-17,20864.0,22284.339726027396,1345.2656795355067,-2765.605405562903
2013-09-18,21368.0,22291.542465753428,2878.2442407710773,-3801.786706524505
2013-09-19,23037.0,22302.68767123288,1934.6781444724,-1200.3658157052812
2013-09-20,24230.0,22314.85479452055,1326.0304043381072,589.1148011413427
2013-09-21,25981.0,22327.583561643838,652.6670477654592,3000.7493905907027
2013-09-22,27439.0,22340.958904109593,-100.21082935513436,5198.251925245541
2013-09-23,18259.0,22326.186301369868,-446.7906242839472,-3620.3956770859204
2013-09-24,21223.0,22339.93698630137,1273.246567088612,-2390.183553389983
2013-09-25,21390.0,22347.369863013697,2816.8212927077434,-3774.1911557214403
2013-09-26,22589.0,22358.632876712327,1694.6047854501628,-1464.2376621624896
2013-09-27,24295.0,22370.13972602739,1200.477045315872,724.3832286567365
2013-09-28,25408.0,22383.128767123282,455.8638257295239,2569.007407147194
2013-09-29,27363.0,22395.893150684926,-95.16309248695865,5062.269941802033
2013-09-30,18209.0,22380.671232876706,-531.5593257719363,-3640.1119071047697
2013-10-01,19640.0,22396.83287671232,196.13320806637606,-2952.9660847786963
2013-10-02,19853.0,22405.279452054783,660.8893035485231,-3213.168755603306
2013-10-03,21059.0,22419.7808219178,-281.9184365857694,-1078.862385332031
2013-10-04,22494.0,22433.032876712325,-702.3661767200629,763.3333000077382
2013-10-05,23892.0,22448.16438356164,-1468.5454237036715,2912.38104014203
2013-10-06,25318.0,22464.534246575335,-2116.9575473996065,4970.423300824272
2013-10-07,17034.0,22447.4904109589,-2482.303369725679,-2931.1870412332214
2013-10-08,19624.0,22465.391780821916,-770.6617947914793,-2070.7299860304365
2013-10-09,19519.0,22474.3095890411,594.2406020605293,-3549.550191101628
2013-10-10,21478.0,22488.019178082195,-320.03234355321433,-689.9868345289808
2013-10-11,22409.0,22501.07671232877,-926.9803576601098,834.9036453313402
2013-10-12,23836.0,22515.68767123288,-1424.6220703971421,2744.934399164261
2013-10-13,25438.0,22531.295890410962,-2092.4155639560927,4999.11967354513
2013-10-14,16791.0,22513.767123287675,-2485.94878354244,-3236.8183397452344
2013-10-15,19615.0,22531.454794520552,-784.2452908000206,-2132.2095037205318
2013-10-16,19666.0,22539.698630136987,553.203955367058,-3426.902585504045
2013-10-17,21081.0,22554.049315068496,-307.00488065764466,-1166.0444344108514
2013-10-18,22378.0,22567.31780821918,-812.0581002439922,622.7402920248114
2013-10-19,24083.0,22582.67671232877,-1527.3288540769138,3027.6521417481454
2013-10-20,25209.0,22598.824657534245,-2069.893306539973,4680.068649005727
2013-10-21,16765.0,22580.80273972603,-2368.411731605774,-3447.391008120256
2013-10-22,19694.0,22597.898630136988,-669.1022114660936,-2234.796418670894
2013-10-23,19642.0,22605.972602739726,629.7371716872851,-3593.7097744270113
2013-10-24,21126.0,22618.51232876712,-357.8831711867325,-1134.629157580387
2013-10-25,22530.0,22633.005479452055,-850.5533770744518,747.547897622397
2013-10-26,23745.0,22647.46301369863,-1538.572076112852,2636.1090624142216
2013-10-27,25247.0,22664.471232876713,-2297.978172411529,4880.506939534816
2013-10-28,16782.0,22646.18630136986,-2466.962898847192,-3397.2234025226685
2013-10-29,19700.0,22663.9698630137,-851.8352965157308,-2112.134566497968
2013-10-30,19854.0,22672.83561643836,577.4106619801129,-3396.2462784184713
2013-10-31,21085.0,22687.038356164387,-486.792146647329,-1115.2462095170577
2013-11-01,24277.0,22702.342465753427,334.0247707526262,1240.6327634939469
2013-11-02,25569.0,22718.227397260274,219.6241539060055,2631.14844883372
2013-11-03,27266.0,22734.452054794518,-154.65701088582097,4686.204956091304
2013-11-04,18215.0,22715.383561643834,-698.2861208831276,-3802.097440760706
2013-11-05,21255.0,22734.602739726026,1173.7406595305254,-2653.3433992565515
2013-11-06,21044.0,22743.317808219177,2652.2600426839035,-4351.577850903081
2013-11-07,22521.0,22756.679452054792,1516.5553162482427,-1752.2347683030346
2013-11-08,24466.0,22771.323287671228,1047.2494939221708,647.427218406601
2013-11-09,25864.0,22787.328767123287,193.9086031029456,2882.762629773768
2013-11-10,27191.0,22803.736986301366,-410.5731096340834,4797.836123332717
2013-11-11,18375.0,22786.553424657533,-613.1419456587889,-3798.4114789987443
2013-11-12,21249.0,22806.07397260274,1076.969766261713,-2634.0437388644514
2013-11-13,21174.0,22815.44931506849,2607.228875442489,-4248.678190510979
2013-11-14,22555.0,22829.936986301367,1595.7137380479228,-1870.65072434929
2013-11-15,24262.0,22844.876712328765,1044.0588746259598,373.06441304527493
2013-11-16,25710.0,22862.33424657534,250.2105865464608,2597.455166878198
2013-11-17,27248.0,22879.041095890407,-370.43331797139285,4739.392222080986
2013-11-18,18251.0,22860.34794520548,-737.1544827632209,-3872.1934624422606
2013-11-19,21276.0,22878.58630136986,1063.8438044997467,-2666.4301058696083
2013-11-20,21413.0,22888.213698630138,2494.4377082010706,-3969.651406831208
2013-11-21,22566.0,22901.794520547945,1444.5565434092434,-1780.351063957188
2013-11-22,24461.0,22915.610958904108,1041.6972964256374,503.6917446702546
2013-11-23,25820.0,22931.736986301374,93.31311793518003,2794.9498957634464
2013-11-24,27319.0,22947.31506849315,-321.7176358977416,4693.4025674045915
2013-11-25,18260.0,22927.865753424656,-778.8749650731294,-3888.9907883515266
2013-11-26,21145.0,22946.547945205475,1129.5156509569617,-2931.0635961624366
2013-11-27,21306.0,22955.61917808219,2554.9687327404777,-4204.587910822667
2013-11-28,22574.0,22969.468493150685,1383.7303076746778,-1779.1988008253632
2013-11-29,24308.0,22985.142465753426,953.6666771294255,369.1908571171483
2013-11-30,25703.0,23000.60273972603,154.1301698718457,2548.2670904021247
2013-12-01,19357.0,23018.90410958904,-4738.801405878884,1076.8972962898451
2013-12-02,13141.0,22998.780821917808,-8182.623940533724,-1675.156881384084
2013-12-03,15226.0,23017.928767123285,-7111.575790257057,-680.3529768662283
2013-12-04,15280.0,23029.380821917806,-5936.515585185871,-1812.8652367319355
2013-12-05,16227.0,23044.57808219178,-6701.264695183176,-116.31338700860397
2013-12-06,17429.0,23059.561643835616,-7028.173257235278,1397.611613399662
2013-12-07,18609.0,23075.298630136986,-7749.2538740819,3282.9552439449144
2013-12-08,19287.0,23092.547945205475,-8116.643532024408,4311.095586818933
2013-12-09,12942.0,23073.326027397256,-8211.104422843633,-1920.2216045536225
2013-12-10,15171.0,23093.276712328763,-7053.979560238198,-868.2971520905649
2013-12-11,15230.0,23102.180821917802,-5914.74017708482,-1957.440644832982
2013-12-12,16316.0,23117.08219178082,-6739.273944616376,-61.808247164444765
2013-12-13,17284.0,23133.624657534245,-7145.1836025588855,1295.5589450246407
2013-12-14,18335.0,23151.627397260272,-7581.064219405506,2764.436822145234
2013-12-15,19738.0,23170.98356164384,-8016.498808854868,4583.5152472110285
2013-12-16,13088.0,23151.38630136987,-8210.83148049601,-1852.5548208738583
2013-12-17,14975.0,23171.86027397261,-7062.424974054959,-1134.435299917649
2013-12-18,15104.0,23181.969863013703,-6004.090796381033,-2073.8790666326695
2013-12-19,16132.0,23198.11780821918,-6850.302372131763,-215.81543608741686
2013-12-20,17173.0,23214.26301369863,-7195.454221855095,1154.191208156465
2013-12-21,18511.0,23232.736986301374,-7608.898126372949,2887.1611400715756
2013-12-22,19693.0,23249.747945205487,-8130.03572952094,4573.287784315453
2013-12-23,13038.0,23229.819178082194,-8304.71908609359,-1887.1000919886046
2013-12-24,15126.0,23248.030136986305,-7162.203538556649,-959.8265984296559
2013-12-25,15351.0,23258.772602739726,-6001.465525266283,-1906.3070774734424
2013-12-26,16214.0,23274.786301369862,-6829.929703756739,-230.85659761312309
2013-12-27,17047.0,23290.326027397263,-7203.572512384181,960.2464849869184
2013-12-28,18433.0,23308.01917808219,-7796.685457997926,2921.666279915735
2013-12-29,19148.0,23325.961643835613,-8272.905800871944,4094.9441570363306
2013-12-30,12958.0,23305.383561643834,-8412.158472513087,-1935.2250891307467
2013-12-31,15044.0,23326.15616438356,-7272.910322236421,-1009.2458421471383
2014-01-01,15556.0,23337.00547945205,-6410.652378712927,-1370.3531007391239
2014-01-02,17033.0,23353.112328767118,-6173.988439266583,-146.12388950053537
2014-01-03,17746.0,23370.473972602733,-6917.886191118894,1293.4122185161614
2014-01-04,19184.0,23388.52328767123,-7103.519833382166,2898.9965457109374
2014-01-05,20182.0,23407.78630136986,-7675.558407152285,4449.7721057824265
2014-01-06,13438.0,23387.591780821913,-8106.404104210078,-1843.1876766118348
