store,item,week_start,actual_units,forecast_units,daily_error_std,safety_stock_units,target_units,stockout_units,overstock_units,stockout_cost,holding_cost,excess_inventory_value,reorder_cost,total_operating_cost,model
1,2,2017-11-13,452,418.0,12.419295130692378,54.04720310684174,472.0472031068417,0.0,20.04720310684172,0.0,0.24990349078391735,104.24545615557695,35.0,35.249903490783915,seasonal_naive
1,2,2017-11-20,442,394.0,12.419295130692378,54.04720310684174,448.0472031068417,0.0,6.047203106841721,0.0,0.07538294283871187,31.44545615557695,35.0,35.075382942838715,seasonal_naive
1,2,2017-11-27,440,356.0,12.419295130692378,54.04720310684174,410.0472031068417,29.95279689315828,0.0,83.86783130084318,0.0,0.0,35.0,118.86783130084318,seasonal_naive
1,2,2017-12-04,319,287.0,12.419295130692378,54.04720310684174,341.0472031068417,0.0,22.04720310684172,0.0,0.27483499763323244,114.64545615557695,35.0,35.274834997633235,seasonal_naive
1,2,2017-12-11,327,324.0,12.419295130692378,54.04720310684174,378.0472031068417,0.0,51.04720310684172,0.0,0.636341846948301,265.44545615557695,35.0,35.6363418469483,seasonal_naive
1,2,2017-12-18,292,312.0,12.419295130692378,54.04720310684174,366.0472031068417,0.0,74.04720310684172,0.0,0.9230541757154243,385.04545615557697,35.0,35.92305417571542,seasonal_naive
1,2,2017-12-25,358,288.0,12.419295130692378,54.04720310684174,342.0472031068417,15.952796893158279,0.0,44.667831300843176,0.0,0.0,35.0,79.66783130084318,seasonal_naive
1,3,2017-09-25,38,38.0,9.430967278742356,41.0423779002142,79.0423779002142,0.0,41.042377900214206,0.0,0.511624162865684,213.42036508111389,35.0,35.51162416286569,seasonal_naive
1,3,2017-10-02,249,239.0,9.430967278742356,41.0423779002142,280.0423779002142,0.0,31.042377900214206,0.0,0.38696662861910863,161.42036508111389,35.0,35.386966628619106,seasonal_naive
1,3,2017-10-09,245,244.0,9.430967278742356,41.0423779002142,285.0423779002142,0.0,40.042377900214206,0.0,0.49915840944102646,208.22036508111387,35.0,35.49915840944103,seasonal_naive
1,3,2017-10-16,263,240.0,9.430967278742356,41.0423779002142,281.0423779002142,0.0,18.042377900214206,0.0,0.2249118340985607,93.82036508111388,35.0,35.22491183409856,seasonal_naive
1,3,2017-10-23,252,239.0,9.430967278742356,41.0423779002142,280.0423779002142,0.0,28.042377900214206,0.0,0.349569368345136,145.82036508111386,35.0,35.349569368345136,seasonal_naive
1,3,2017-10-30,279,266.0,9.430967278742356,41.0423779002142,307.0423779002142,0.0,28.042377900214206,0.0,0.349569368345136,145.82036508111386,35.0,35.349569368345136,seasonal_naive
1,3,2017-11-06,263,252.0,9.430967278742356,41.0423779002142,293.0423779002142,0.0,30.042377900214206,0.0,0.3745008751944511,156.22036508111387,35.0,35.37450087519445,seasonal_naive
1,3,2017-11-13,260,268.0,9.430967278742356,41.0423779002142,309.0423779002142,0.0,49.042377900214206,0.0,0.6113501902629442,255.02036508111388,35.0,35.61135019026295,seasonal_naive
1,3,2017-11-20,275,293.0,9.430967278742356,41.0423779002142,334.0423779002142,0.0,59.042377900214206,0.0,0.7360077245095197,307.0203650811139,35.0,35.73600772450952,seasonal_naive
1,3,2017-11-27,227,204.0,9.430967278742356,41.0423779002142,245.0423779002142,0.0,18.042377900214206,0.0,0.2249118340985607,93.82036508111388,35.0,35.22491183409856,seasonal_naive
1,3,2017-12-04,209,209.0,9.430967278742356,41.0423779002142,250.0423779002142,0.0,41.042377900214206,0.0,0.511624162865684,213.42036508111389,35.0,35.51162416286569,seasonal_naive
1,3,2017-12-11,207,173.0,9.430967278742356,41.0423779002142,214.0423779002142,0.0,7.0423779002142055,0.0,0.08778854642732778,36.62036508111387,35.0,35.087788546427326,seasonal_naive
1,3,2017-12-18,177,183.0,9.430967278742356,41.0423779002142,224.0423779002142,0.0,47.042377900214206,0.0,0.5864186834136291,244.62036508111387,35.0,35.586418683413626,seasonal_naive
1,3,2017-12-25,185,193.0,9.430967278742356,41.0423779002142,234.0423779002142,0.0,49.042377900214206,0.0,0.6113501902629442,255.02036508111388,35.0,35.61135019026295,seasonal_naive
1,4,2017-09-25,22,25.0,6.950743016100649,30.24875531029513,55.24875531029513,0.0,33.24875531029513,0.0,0.41447078537491194,172.8935276135347,35.0,35.41447078537491,seasonal_naive
1,4,2017-10-02,150,140.0,6.950743016100649,30.24875531029513,170.24875531029514,0.0,20.248755310295138,0.0,0.25241599085436406,105.29352761353472,35.0,35.25241599085437,seasonal_naive
1,4,2017-10-09,171,171.0,6.950743016100649,30.24875531029513,201.24875531029514,0.0,30.248755310295138,0.0,0.3770735251009394,157.29352761353474,35.0,35.37707352510094,seasonal_naive
1,4,2017-10-16,144,166.0,6.950743016100649,30.24875531029513,196.24875531029514,0.0,52.24875531029514,0.0,0.6513201004434053,271.69352761353474,35.0,35.65132010044341,seasonal_naive
1,4,2017-10-23,166,154.0,6.950743016100649,30.24875531029513,184.24875531029514,0.0,18.248755310295138,0.0,0.227484484005049,94.89352761353472,35.0,35.227484484005046,seasonal_naive
1,4,2017-10-30,130,125.0,6.950743016100649,30.24875531029513,155.24875531029514,0.0,25.248755310295138,0.0,0.3147447579776517,131.29352761353474,35.0,35.31474475797765,seasonal_naive
1,4,2017-11-06,177,166.0,6.950743016100649,30.24875531029513,196.24875531029514,0.0,19.248755310295138,0.0,0.23995023742970656,100.09352761353472,35.0,35.23995023742971,seasonal_naive
1,4,2017-11-13,166,143.0,6.950743016100649,30.24875531029513,173.24875531029514,0.0,7.248755310295138,0.0,0.0903611963338161,37.69352761353472,35.0,35.09036119633382,seasonal_naive
1,4,2017-11-20,177,147.0,6.950743016100649,30.24875531029513,177.24875531029514,0.0,0.2487553102951381,0.0,0.0031009223612133655,1.293527613534718,35.0,35.00310092236121,seasonal_naive
1,4,2017-11-27,132,156.0,6.950743016100649,30.24875531029513,186.24875531029514,0.0,54.24875531029514,0.0,0.6762516072927203,282.0935276135347,35.0,35.67625160729272,seasonal_naive
1,4,2017-12-04,108,125.0,6.950743016100649,30.24875531029513,155.24875531029514,0.0,47.24875531029514,0.0,0.5889913333201175,245.6935276135347,35.0,35.588991333320116,seasonal_naive
1,4,2017-12-11,104,119.0,6.950743016100649,30.24875531029513,149.24875531029514,0.0,45.24875531029514,0.0,0.5640598264708024,235.29352761353474,35.0,35.5640598264708,seasonal_naive
1,4,2017-12-18,110,128.0,6.950743016100649,30.24875531029513,158.24875531029514,0.0,48.24875531029514,0.0,0.601457086744775,250.89352761353473,35.0,35.60145708674477,seasonal_naive
1,4,2017-12-25,121,120.0,6.950743016100649,30.24875531029513,150.24875531029514,0.0,29.248755310295138,0.0,0.3646077716762819,152.09352761353472,35.0,35.36460777167628,seasonal_naive
1,5,2017-09-25,20,18.0,6.668306853497614,29.019628819275656,47.01962881927565,0.0,27.019628819275653,0.0,0.33682003048686093,140.5020698602334,35.0,35.33682003048686,seasonal_naive
1,5,2017-10-02,132,121.0,6.668306853497614,29.019628819275656,150.01962881927565,0.0,18.019628819275653,0.0,0.22462824966494307,93.7020698602334,35.0,35.224628249664946,seasonal_naive
1,5,2017-10-09,117,118.0,6.668306853497614,29.019628819275656,147.01962881927565,0.0,30.019628819275653,0.0,0.37421729076083354,156.1020698602334,35.0,35.37421729076083,seasonal_naive
1,5,2017-10-16,129,126.0,6.668306853497614,29.019628819275656,155.01962881927565,0.0,26.019628819275653,0.0,0.3243542770622034,135.3020698602334,35.0,35.324354277062206,seasonal_naive
1,5,2017-10-23,136,149.0,6.668306853497614,29.019628819275656,178.01962881927565,0.0,42.01962881927565,0.0,0.5238063318567239,218.5020698602334,35.0,35.523806331856726,seasonal_naive
1,5,2017-10-30,124,138.0,6.668306853497614,29.019628819275656,167.01962881927565,0.0,43.01962881927565,0.0,0.5362720852813815,223.7020698602334,35.0,35.53627208528138,seasonal_naive
1,5,2017-11-06,131,128.0,6.668306853497614,29.019628819275656,157.01962881927565,0.0,26.019628819275653,0.0,0.3243542770622034,135.3020698602334,35.0,35.324354277062206,seasonal_naive
1,5,2017-11-13,131,117.0,6.668306853497614,29.019628819275656,146.01962881927565,0.0,15.019628819275653,0.0,0.1872309893909705,78.1020698602334,35.0,35.18723098939097,seasonal_naive
1,5,2017-11-20,153,133.0,6.668306853497614,29.019628819275656,162.01962881927565,0.0,9.019628819275653,0.0,0.11243646884302526,46.9020698602334,35.0,35.11243646884302,seasonal_naive
1,5,2017-11-27,117,127.0,6.668306853497614,29.019628819275656,156.01962881927565,0.0,39.01962881927565,0.0,0.4864090715827513,202.9020698602334,35.0,35.48640907158275,seasonal_naive
1,5,2017-12-04,92,102.0,6.668306853497614,29.019628819275656,131.01962881927565,0.0,39.01962881927565,0.0,0.4864090715827513,202.9020698602334,35.0,35.48640907158275,seasonal_naive
1,5,2017-12-11,111,90.0,6.668306853497614,29.019628819275656,119.01962881927565,0.0,8.019628819275653,0.0,0.09997071541836773,41.702069860233394,35.0,35.099970715418365,seasonal_naive
1,5,2017-12-18,84,100.0,6.668306853497614,29.019628819275656,129.01962881927565,0.0,45.01962881927565,0.0,0.5612035921306966,234.1020698602334,35.0,35.561203592130695,seasonal_naive
1,5,2017-12-25,99,97.0,6.668306853497614,29.019628819275656,126.01962881927565,0.0,27.019628819275653,0.0,0.33682003048686093,140.5020698602334,35.0,35.33682003048686,seasonal_naive
1,6,2017-09-25,70,68.0,13.666336487374526,59.47416951499683,127.47416951499683,0.0,57.47416951499683,0.0,0.7164588254609194,298.8656814779835,35.0,35.71645882546092,seasonal_naive
1,6,2017-10-02,407,394.0,13.666336487374526,59.47416951499683,453.47416951499685,0.0,46.474169514996845,0.0,0.5793355377896867,241.6656814779836,35.0,35.57933553778969,seasonal_naive
1,6,2017-10-09,393,374.0,13.666336487374526,59.47416951499683,433.47416951499685,0.0,40.474169514996845,0.0,0.5045410172417415,210.4656814779836,35.0,35.50454101724174,seasonal_naive
1,6,2017-10-16,385,440.0,13.666336487374526,59.47416951499683,499.47416951499685,0.0,114.47416951499685,0.0,1.4270067706663991,595.2656814779837,35.0,36.4270067706664,seasonal_naive
1,6,2017-10-23,395,410.0,13.666336487374526,59.47416951499683,469.47416951499685,0.0,74.47416951499685,0.0,0.9283766336800977,387.2656814779836,35.0,35.928376633680095,seasonal_naive
1,6,2017-10-30,443,426.0,13.666336487374526,59.47416951499683,485.47416951499685,0.0,42.474169514996845,0.0,0.5294725240910566,220.8656814779836,35.0,35.529472524091055,seasonal_naive
1,6,2017-11-06,490,400.0,13.666336487374526,59.47416951499683,459.47416951499685,30.525830485003155,0.0,85.47232535800883,0.0,0.0,35.0,120.47232535800883,seasonal_naive
1,6,2017-11-13,437,417.0,13.666336487374526,59.47416951499683,476.47416951499685,0.0,39.474169514996845,0.0,0.492075263817084,205.2656814779836,35.0,35.492075263817085,seasonal_naive
1,6,2017-11-20,434,441.0,13.666336487374526,59.47416951499683,500.47416951499685,0.0,66.47416951499685,0.0,0.8286506062828374,345.6656814779836,35.0,35.828650606282835,seasonal_naive
1,6,2017-11-27,406,380.0,13.666336487374526,59.47416951499683,439.47416951499685,0.0,33.474169514996845,0.0,0.4172807432691388,174.0656814779836,35.0,35.41728074326914,seasonal_naive
1,6,2017-12-04,345,315.0,13.666336487374526,59.47416951499683,374.47416951499685,0.0,29.474169514996845,0.0,0.36741772957050867,153.2656814779836,35.0,35.36741772957051,seasonal_naive
1,6,2017-12-11,350,301.0,13.666336487374526,59.47416951499683,360.47416951499685,0.0,10.474169514996845,0.0,0.13056841450201548,54.465681477983594,35.0,35.130568414502015,seasonal_naive
1,6,2017-12-18,314,313.0,13.666336487374526,59.47416951499683,372.47416951499685,0.0,58.474169514996845,0.0,0.7289245788855772,304.0656814779836,35.0,35.728924578885575,seasonal_naive
1,6,2017-12-25,309,313.0,13.666336487374526,59.47416951499683,372.47416951499685,0.0,63.474169514996845,0.0,0.7912533460088649,330.0656814779836,35.0,35.791253346008865,seasonal_naive
1,7,2017-09-25,70,63.0,15.652899363397493,68.11944012939595,131.11944012939597,0.0,61.11944012939597,0.0,0.761899870106169,317.82108867285905,35.0,35.76189987010617,seasonal_naive
1,7,2017-10-02,392,404.0,15.652899363397493,68.11944012939595,472.11944012939597,0.0,80.11944012939597,0.0,0.9987491851746622,416.62108867285906,35.0,35.99874918517466,seasonal_naive
1,7,2017-10-09,373,398.0,15.652899363397493,68.11944012939595,466.11944012939597,0.0,93.11944012939597,0.0,1.16080397969521,484.221088672859,35.0,36.16080397969521,seasonal_naive
1,7,2017-10-16,441,383.0,15.652899363397493,68.11944012939595,451.11944012939597,0.0,10.119440129395969,0.0,0.12614644544863468,52.62108867285904,35.0,35.12614644544863,seasonal_naive
1,7,2017-10-23,445,392.0,15.652899363397493,68.11944012939595,460.11944012939597,0.0,15.119440129395969,0.0,0.18847521257192237,78.62108867285905,35.0,35.18847521257192,seasonal_naive
1,7,2017-10-30,418,401.0,15.652899363397493,68.11944012939595,469.11944012939597,0.0,51.11944012939597,0.0,0.6372423358595936,265.82108867285905,35.0,35.6372423358596,seasonal_naive
1,7,2017-11-06,412,440.0,15.652899363397493,68.11944012939595,508.11944012939597,0.0,96.11944012939597,0.0,1.1982012399691826,499.82108867285905,35.0,36.19820123996918,seasonal_naive
1,7,2017-11-13,449,429.0,15.652899363397493,68.11944012939595,497.11944012939597,0.0,48.11944012939597,0.0,0.599845075585621,250.22108867285905,35.0,35.59984507558562,seasonal_naive
1,7,2017-11-20,455,413.0,15.652899363397493,68.11944012939595,481.11944012939597,0.0,26.11944012939597,0.0,0.3255985002431553,135.82108867285905,35.0,35.32559850024315,seasonal_naive
1,7,2017-11-27,365,347.0,15.652899363397493,68.11944012939595,415.11944012939597,0.0,50.11944012939597,0.0,0.6247765824349361,260.62108867285906,35.0,35.62477658243493,seasonal_naive
1,7,2017-12-04,326,294.0,15.652899363397493,68.11944012939595,362.11944012939597,0.0,36.11944012939597,0.0,0.4502560344897306,187.82108867285905,35.0,35.45025603448973,seasonal_naive
1,7,2017-12-11,290,316.0,15.652899363397493,68.11944012939595,384.11944012939597,0.0,94.11944012939597,0.0,1.1732697331198676,489.42108867285907,35.0,36.17326973311987,seasonal_naive
1,7,2017-12-18,300,298.0,15.652899363397493,68.11944012939595,366.11944012939597,0.0,66.11944012939597,0.0,0.8242286372294566,343.82108867285905,35.0,35.82422863722946,seasonal_naive
1,7,2017-12-25,331,284.0,15.652899363397493,68.11944012939595,352.11944012939597,0.0,21.11944012939597,0.0,0.26326973311986757,109.82108867285903,35.0,35.26326973311987,seasonal_naive
1,8,2017-09-25,100,102.0,17.644482400946885,76.78655785241055,178.78655785241057,0.0,78.78655785241057,0.0,0.9821338033656661,409.69010083253494,35.0,35.98213380336566,seasonal_naive
1,8,2017-10-02,522,506.0,17.644482400946885,76.78655785241055,582.7865578524105,0.0,60.78655785241051,0.0,0.7577502417218298,316.0901008325347,35.0,35.75775024172183,seasonal_naive
1,8,2017-10-09,511,528.0,17.644482400946885,76.78655785241055,604.7865578524105,0.0,93.78655785241051,0.0,1.1691201047355284,487.69010083253465,35.0,36.169120104735526,seasonal_naive
1,8,2017-10-16,572,519.0,17.644482400946885,76.78655785241055,595.7865578524105,0.0,23.78655785241051,0.0,0.29651736500950093,123.69010083253465,35.0,35.2965173650095,seasonal_naive
1,8,2017-10-23,550,523.0,17.644482400946885,76.78655785241055,599.7865578524105,0.0,49.78655785241051,0.0,0.6206269540505968,258.89010083253464,35.0,35.6206269540506,seasonal_naive
1,8,2017-10-30,568,522.0,17.644482400946885,76.78655785241055,598.7865578524105,0.0,30.78655785241051,0.0,0.38377763898210365,160.09010083253466,35.0,35.3837776389821,seasonal_naive
1,8,2017-11-06,597,539.0,17.644482400946885,76.78655785241055,615.7865578524105,0.0,18.78655785241051,0.0,0.2341885978862132,97.69010083253465,35.0,35.23418859788622,seasonal_naive
1,8,2017-11-13,554,519.0,17.644482400946885,76.78655785241055,595.7865578524105,0.0,41.78655785241051,0.0,0.5209009266533365,217.29010083253465,35.0,35.52090092665334,seasonal_naive
1,8,2017-11-20,578,541.0,17.644482400946885,76.78655785241055,617.7865578524105,0.0,39.78655785241051,0.0,0.4959694198040215,206.89010083253467,35.0,35.49596941980402,seasonal_naive
1,8,2017-11-27,469,505.0,17.644482400946885,76.78655785241055,581.7865578524105,0.0,112.78655785241051,0.0,1.4059694198040216,586.4901008325347,35.0,36.40596941980402,seasonal_naive
1,8,2017-12-04,414,434.0,17.644482400946885,76.78655785241055,510.78655785241057,0.0,96.78655785241057,0.0,1.2065173650095016,503.29010083253496,35.0,36.2065173650095,seasonal_naive
1,8,2017-12-11,435,421.0,17.644482400946885,76.78655785241055,497.78655785241057,0.0,62.78655785241057,0.0,0.7826817485711455,326.49010083253495,35.0,35.78268174857114,seasonal_naive
1,8,2017-12-18,433,419.0,17.644482400946885,76.78655785241055,495.78655785241057,0.0,62.78655785241057,0.0,0.7826817485711455,326.49010083253495,35.0,35.78268174857114,seasonal_naive
1,8,2017-12-25,405,396.0,17.644482400946885,76.78655785241055,472.78655785241057,0.0,67.78655785241057,0.0,0.8450105156944331,352.49010083253495,35.0,35.84501051569443,seasonal_naive
1,9,2017-09-25,63,56.0,12.387650864153171,53.90949125743212,109.90949125743212,0.0,46.90949125743212,0.0,0.5847621512912773,243.92935453864703,35.0,35.58476215129128,seasonal_naive
1,9,2017-10-02,344,376.0,12.387650864153171,53.90949125743212,429.90949125743214,0.0,85.90949125743214,0.0,1.0709265348529213,446.7293545386471,35.0,36.07092653485292,seasonal_naive
1,9,2017-10-09,338,388.0,12.387650864153171,53.90949125743212,441.90949125743214,0.0,103.90949125743214,0.0,1.2953100964967568,540.3293545386472,35.0,36.295310096496756,seasonal_naive
1,9,2017-10-16,328,324.0,12.387650864153171,53.90949125743212,377.90949125743214,0.0,49.90949125743214,0.0,0.62215941156525,259.5293545386471,35.0,35.62215941156525,seasonal_naive
1,9,2017-10-23,365,351.0,12.387650864153171,53.90949125743212,404.90949125743214,0.0,39.90949125743214,0.0,0.4975018773186746,207.5293545386471,35.0,35.497501877318676,seasonal_naive
1,9,2017-10-30,369,374.0,12.387650864153171,53.90949125743212,427.90949125743214,0.0,58.90949125743214,0.0,0.7343511923871678,306.3293545386471,35.0,35.734351192387166,seasonal_naive
1,9,2017-11-06,364,358.0,12.387650864153171,53.90949125743212,411.90949125743214,0.0,47.90949125743214,0.0,0.5972279047159349,249.1293545386471,35.0,35.597227904715936,seasonal_naive
1,9,2017-11-13,366,369.0,12.387650864153171,53.90949125743212,422.90949125743214,0.0,56.90949125743214,0.0,0.7094196855378527,295.92935453864715,35.0,35.70941968553785,seasonal_naive
1,9,2017-11-20,378,366.0,12.387650864153171,53.90949125743212,419.90949125743214,0.0,41.90949125743214,0.0,0.5224333841679897,217.92935453864712,35.0,35.52243338416799,seasonal_naive
1,9,2017-11-27,355,317.0,12.387650864153171,53.90949125743212,370.90949125743214,0.0,15.909491257432137,0.0,0.19832379512689377,82.72935453864712,35.0,35.198323795126896,seasonal_naive
1,9,2017-12-04,263,257.0,12.387650864153171,53.90949125743212,310.90949125743214,0.0,47.90949125743214,0.0,0.5972279047159349,249.1293545386471,35.0,35.597227904715936,seasonal_naive
1,9,2017-12-11,273,244.0,12.387650864153171,53.90949125743212,297.90949125743214,0.0,24.909491257432137,0.0,0.31051557594881163,129.5293545386471,35.0,35.31051557594881,seasonal_naive
1,9,2017-12-18,252,261.0,12.387650864153171,53.90949125743212,314.90949125743214,0.0,62.90949125743214,0.0,0.784214206085798,327.12935453864714,35.0,35.7842142060858,seasonal_naive
1,9,2017-12-25,269,248.0,12.387650864153171,53.90949125743212,301.90949125743214,0.0,32.90949125743214,0.0,0.4102416033460719,171.1293545386471,35.0,35.41024160334607,seasonal_naive
1,10,2017-09-25,88,68.0,16.298909269724287,70.93079361192888,138.9307936119289,0.0,50.93079361192889,0.0,0.6348907148884287,264.84012678203027,35.0,35.63489071488843,seasonal_naive
1,10,2017-10-02,510,464.0,16.298909269724287,70.93079361192888,534.9307936119288,0.0,24.930793611928834,0.0,0.3107811258473321,129.64012678202994,35.0,35.310781125847335,seasonal_naive
1,10,2017-10-09,500,500.0,16.298909269724287,70.93079361192888,570.9307936119288,0.0,70.93079361192883,0.0,0.8842057833815786,368.8401267820299,35.0,35.88420578338158,seasonal_naive
1,10,2017-10-16,493,502.0,16.298909269724287,70.93079361192888,572.9307936119288,0.0,79.93079361192883,0.0,0.9963975642034965,415.64012678202994,35.0,35.9963975642035,seasonal_naive
1,10,2017-10-23,478,491.0,16.298909269724287,70.93079361192888,561.9307936119288,0.0,83.93079361192883,0.0,1.0462605779021266,436.44012678202995,35.0,36.046260577902125,seasonal_naive
1,10,2017-10-30,567,485.0,16.298909269724287,70.93079361192888,555.9307936119288,11.069206388071166,0.0,30.99377788659926,0.0,0.0,35.0,65.99377788659926,seasonal_naive
1,10,2017-11-06,575,539.0,16.298909269724287,70.93079361192888,609.9307936119288,0.0,34.930793611928834,0.0,0.4354386600939074,181.64012678202994,35.0,35.43543866009391,seasonal_naive
1,10,2017-11-13,575,530.0,16.298909269724287,70.93079361192888,600.9307936119288,0.0,25.930793611928834,0.0,0.3232468792719896,134.84012678202996,35.0,35.32324687927199,seasonal_naive
1,10,2017-11-20,553,542.0,16.298909269724287,70.93079361192888,612.9307936119288,0.0,59.930793611928834,0.0,0.7470824957103458,311.64012678202994,35.0,35.747082495710345,seasonal_naive
1,10,2017-11-27,514,462.0,16.298909269724287,70.93079361192888,532.9307936119288,0.0,18.930793611928834,0.0,0.23598660529938684,98.44012678202994,35.0,35.23598660529939,seasonal_naive
1,10,2017-12-04,384,332.0,16.298909269724287,70.93079361192888,402.9307936119289,0.0,18.93079361192889,0.0,0.2359866052993876,98.44012678203023,35.0,35.23598660529939,seasonal_naive
1,10,2017-12-11,371,398.0,16.298909269724287,70.93079361192888,468.9307936119289,0.0,97.93079361192889,0.0,1.2207811258473327,509.24012678203025,35.0,36.22078112584733,seasonal_naive
1,10,2017-12-18,426,375.0,16.298909269724287,70.93079361192888,445.9307936119289,0.0,19.93079361192889,0.0,0.2484523587240451,103.64012678203024,35.0,35.248452358724045,seasonal_naive
1,10,2017-12-25,418,381.0,16.298909269724287,70.93079361192888,451.9307936119289,0.0,33.93079361192889,0.0,0.4229729066692506,176.44012678203023,35.0,35.42297290666925,seasonal_naive
1,11,2017-09-25,80,67.0,16.55312936378957,72.037127338054,139.037127338054,0.0,59.037127338054006,0.0,0.7359422722962897,306.99306215788084,35.0,35.73594227229629,seasonal_naive
1,11,2017-10-02,502,481.0,16.55312936378957,72.037127338054,553.037127338054,0.0,51.037127338054006,0.0,0.6362162448990295,265.3930621578808,35.0,35.63621624489903,seasonal_naive
1,11,2017-10-09,518,453.0,16.55312936378957,72.037127338054,525.037127338054,0.0,7.037127338054006,0.0,0.0877230942140979,36.59306215788083,35.0,35.0877230942141,seasonal_naive
1,11,2017-10-16,518,485.0,16.55312936378957,72.037127338054,557.037127338054,0.0,39.037127338054006,0.0,0.486627203803139,202.99306215788084,35.0,35.48662720380314,seasonal_naive
1,11,2017-10-23,480,528.0,16.55312936378957,72.037127338054,600.037127338054,0.0,120.037127338054,0.0,1.4963532312003995,624.1930621578808,35.0,36.4963532312004,seasonal_naive
1,11,2017-10-30,506,513.0,16.55312936378957,72.037127338054,585.037127338054,0.0,79.037127338054,0.0,0.9852573407894404,410.99306215788084,35.0,35.98525734078944,seasonal_naive
1,11,2017-11-06,526,531.0,16.55312936378957,72.037127338054,603.037127338054,0.0,77.037127338054,0.0,0.9603258339401253,400.59306215788087,35.0,35.960325833940125,seasonal_naive
